Site,Nest_ID,Species
chur,13chur13whim43,whim
chur,13chur13whim44,whim
chur,13chur13whim47,whim
chur,13chur13whim51,whim
chur,13chur13whim54,whim
chur,13chur13whim56,whim
chur,13chur13wisn01w,wisn
chur,13chur13wisn02w,wisn
chur,14chur14amgp01w,amgp
chur,14chur14amgp02d,amgp
chur,14chur14dunl02w,dunl
chur,14chur14hugo01l,hugo
chur,14chur14hugo01w,hugo
chur,14chur14hugo02l,hugo
chur,14chur14kill01d,kill
chur,14chur14lesa01l,lesa
chur,14chur14lesa01w,lesa
chur,14chur14lesa02d,lesa
chur,14chur14lesa03d,lesa
chur,14chur14lesa04d,lesa
chur,14chur14lesa05d,lesa
chur,14chur14sbdo02w,sbdo
chur,14chur14sbdo03l,sbdo
chur,14chur14sbdo04l,sbdo
chur,14chur14sbdo101d,sbdo
chur,14chur14st201,stsa
chur,14chur14stsa01w,stsa
chur,14chur14whim01,whim
chur,14chur14whim01d,whim
chur,14chur14whim02,whim
chur,14chur14whim05,whim
chur,14chur14whim08,whim
chur,14chur14whim09,whim
chur,14chur14whim17,whim
chur,14chur14whim18,whim
chur,14chur14whim22,whim
chur,14chur14whim24,whim
chur,14chur14wisn01w,wisn
coat,14coatbbsf02,bbpl
coat,14coatbbss01,bbpl
coat,14coatdubw02,dunl
coat,14coatdusf02,dunl
coat,14coatdusn02,dunl
coat,14coatduss01,dunl
coat,14coatduss02,dunl
coat,14coatgpsf01,amgp
coat,14coatgpss01,amgp
coat,14coatrpsf02,reph
coat,14coatrpsn01,reph
coat,14coatrtbw01,rutu
coat,14coatrtsn01,rutu
coat,14coatspss01,sepl
coat,14coatssbw06,sesa
coat,14coatsskr05,sesa
coat,14coatsskr06,sesa
coat,14coatsssf04,sesa
coat,14coatsssf06,sesa
coat,14coatssss05,sesa
coat,14coatwrkr01,wrsa
coat,14coatwrsn01,wrsa
colv,11colvamgp801,amgp
colv,11colvbarg826,btgo
colv,11colvbbpl104,bbpl
colv,11colvbbpl829,bbpl
colv,11colvdunl073,dunl
colv,11colvdunl076,dunl
colv,11colvdunl173,dunl
colv,11colvdunl804,dunl
colv,11colvdunl814,dunl
colv,11colvdunl815,dunl
colv,11colvdunl818,dunl
colv,11colvdunl819,dunl
colv,11colvdunl820,dunl
colv,11colvlbdo053,lbdo
colv,11colvpesa069,pesa
colv,11colvreph067,reph
colv,11colvreph089,reph
colv,11colvreph188,reph
colv,11colvreph192,reph
colv,11colvreph846,reph
colv,11colvreph903,reph
colv,11colvrnph070,rnph
colv,11colvrnph075,rnph
colv,11colvrnph078,rnph
colv,11colvrnph081,rnph
colv,11colvrnph082,rnph
colv,11colvrnph083,rnph
colv,11colvrnph084,rnph
colv,11colvrnph174,rnph
colv,11colvrnph190,rnph
colv,11colvrnph194,rnph
colv,11colvrnph310,rnph
colv,11colvrnph848,rnph
colv,11colvrnph849,rnph
colv,11colvrnph900,rnph
colv,11colvrutu171,rutu
colv,11colvrutu828,rutu
colv,11colvsepl827,sepl
colv,11colvsesa023,sesa
colv,11colvsesa033,sesa
colv,11colvsesa037,sesa
colv,11colvsesa040,sesa
colv,11colvsesa042,sesa
colv,11colvsesa056,sesa
colv,11colvsesa057,sesa
colv,11colvsesa058,sesa
colv,11colvsesa059,sesa
colv,11colvsesa071,sesa
colv,11colvsesa124,sesa
colv,11colvsesa125,sesa
colv,11colvsesa130,sesa
colv,11colvsesa136,sesa
colv,11colvsesa137,sesa
colv,11colvsesa140,sesa
colv,11colvsesa143,sesa
colv,11colvsesa147,sesa
colv,11colvsesa149,sesa
colv,11colvsesa159,sesa
colv,11colvsesa160,sesa
colv,11colvsesa161,sesa
colv,11colvsesa164,sesa
colv,11colvsesa175,sesa
colv,11colvsesa182,sesa
colv,11colvsesa184,sesa
colv,11colvsesa185,sesa
colv,11colvsesa187,sesa
colv,11colvsesa220,sesa
colv,11colvsesa311,sesa
colv,11colvsesa749,sesa
colv,11colvsesa750,sesa
colv,11colvsesa799,sesa
colv,11colvsesa800,sesa
colv,11colvsesa807,sesa
colv,11colvsesa810,sesa
colv,11colvsesa812,sesa
colv,11colvsesa813,sesa
colv,11colvsesa821,sesa
colv,11colvsesa823,sesa
colv,11colvsesa824,sesa
colv,11colvsesa831,sesa
colv,11colvsesa901,sesa
colv,11colvsesa902,sesa
colv,12colvbbpl025,bbpl
colv,12colvbbpl1012,bbpl
colv,12colvbbpl1014,bbpl
colv,12colvbbpl1109,bbpl
colv,12colvbbpl1207,bbpl
colv,12colvbbpl198,bbpl
colv,12colvdunl1123,dunl
colv,12colvpesa1117,pesa
colv,12colvpesa1118,pesa
colv,12colvpesa1119,pesa
colv,12colvpesa1758,pesa
colv,12colvpesa813,pesa
colv,12colvpesa820,pesa
colv,12colvpesa823,pesa
colv,12colvpesa825,pesa
colv,12colvreph1212,reph
colv,12colvrnph1008,rnph
colv,12colvrnph1105,rnph
colv,12colvrnph1107,rnph
colv,12colvrnph1110,rnph
colv,12colvrnph1120,rnph
colv,12colvrnph1122,rnph
colv,12colvrnph124,rnph
colv,12colvrnph193,rnph
colv,12colvrnph806,rnph
colv,12colvrnph814,rnph
colv,12colvrnph821,rnph
colv,12colvrnph822,rnph
colv,12colvrnph824,rnph
colv,12colvrnph826,rnph
colv,12colvrutu045,rutu
colv,12colvrutu098,rutu
colv,12colvrutu099,rutu
colv,12colvrutu100,rutu
colv,12colvrutu1001,rutu
colv,12colvrutu1002,rutu
colv,12colvrutu1010,rutu
colv,12colvrutu1011,rutu
colv,12colvrutu1779,rutu
colv,12colvsesa017,sesa
colv,12colvsesa019,sesa
colv,12colvsesa021,sesa
colv,12colvsesa023,sesa
colv,12colvsesa024,sesa
colv,12colvsesa029,sesa
colv,12colvsesa044,sesa
colv,12colvsesa047,sesa
colv,12colvsesa051,sesa
colv,12colvsesa057,sesa
colv,12colvsesa058,sesa
colv,12colvsesa060,sesa
colv,12colvsesa065,sesa
colv,12colvsesa067,sesa
colv,12colvsesa073,sesa
colv,12colvsesa074,sesa
colv,12colvsesa076,sesa
colv,12colvsesa077,sesa
colv,12colvsesa081,sesa
colv,12colvsesa082,sesa
colv,12colvsesa083,sesa
colv,12colvsesa084,sesa
colv,12colvsesa085,sesa
colv,12colvsesa086,sesa
colv,12colvsesa087,sesa
colv,12colvsesa091,sesa
colv,12colvsesa095,sesa
colv,12colvsesa096,sesa
colv,12colvsesa1003,sesa
colv,12colvsesa1005,sesa
colv,12colvsesa1007,sesa
colv,12colvsesa1104,sesa
colv,12colvsesa1114,sesa
colv,12colvsesa1115,sesa
colv,12colvsesa1121,sesa
colv,12colvsesa116,sesa
colv,12colvsesa117,sesa
colv,12colvsesa1209,sesa
colv,12colvsesa143,sesa
colv,12colvsesa146,sesa
colv,12colvsesa147,sesa
colv,12colvsesa155,sesa
colv,12colvsesa159,sesa
colv,12colvsesa160,sesa
colv,12colvsesa163,sesa
colv,12colvsesa165,sesa
colv,12colvsesa166,sesa
colv,12colvsesa168,sesa
colv,12colvsesa171,sesa
colv,12colvsesa175,sesa
colv,12colvsesa176,sesa
colv,12colvsesa1760,sesa
colv,12colvsesa1762,sesa
colv,12colvsesa177,sesa
colv,12colvsesa178,sesa
colv,12colvsesa179,sesa
colv,12colvsesa181,sesa
colv,12colvsesa183,sesa
colv,12colvsesa184,sesa
colv,12colvsesa186,sesa
colv,12colvsesa188,sesa
colv,12colvsesa195,sesa
colv,12colvsesa197,sesa
colv,12colvsesa200,sesa
colv,12colvsesa610,sesa
colv,12colvsesa613,sesa
colv,12colvsesa615,sesa
colv,12colvsesa803,sesa
colv,12colvsesa810,sesa
colv,12colvsesa811,sesa
colv,12colvsesa812,sesa
colv,12colvstsa1112,stsa
colv,13colvagpl021,amgp
colv,13colvbbpl053,bbpl
colv,13colvbbpl132,bbpl
colv,13colvbbpl149,bbpl
colv,13colvbbpl150,bbpl
colv,13colvdunl049,dunl
colv,13colvdunl067,dunl
colv,13colvdunl084,dunl
colv,13colvlbdo099,lbdo
colv,13colvpesa176,pesa
colv,13colvpesa762,pesa
colv,13colvpesa776,pesa
colv,13colvreph047,reph
colv,13colvreph057,reph
colv,13colvreph066,reph
colv,13colvreph070,reph
colv,13colvreph075,reph
colv,13colvreph086,reph
colv,13colvreph093,reph
colv,13colvreph098,reph
colv,13colvreph100,reph
colv,13colvreph169,reph
colv,13colvreph171,reph
colv,13colvreph2254,reph
colv,13colvreph2258,reph
colv,13colvreph2259,reph
colv,13colvrnph069,rnph
colv,13colvrnph143,rnph
colv,13colvrnph161,rnph
colv,13colvrnph162,rnph
colv,13colvrnph170,rnph
colv,13colvrnph173,rnph
colv,13colvrnph174,rnph
colv,13colvrnph2256,rnph
colv,13colvrnph425,rnph
colv,13colvrnph736,rnph
colv,13colvrnph767,rnph
colv,13colvrnph783,rnph
colv,13colvrutu159,rutu
colv,13colvrutu753,rutu
colv,13colvrutu775,rutu
colv,13colvsesa012,sesa
colv,13colvsesa014,sesa
colv,13colvsesa016,sesa
colv,13colvsesa017,sesa
colv,13colvsesa019,sesa
colv,13colvsesa024,sesa
colv,13colvsesa025,sesa
colv,13colvsesa027,sesa
colv,13colvsesa030,sesa
colv,13colvsesa032,sesa
colv,13colvsesa033,sesa
colv,13colvsesa034,sesa
colv,13colvsesa035,sesa
colv,13colvsesa037,sesa
colv,13colvsesa038,sesa
colv,13colvsesa040,sesa
colv,13colvsesa041,sesa
colv,13colvsesa043,sesa
colv,13colvsesa044,sesa
colv,13colvsesa046,sesa
colv,13colvsesa050,sesa
colv,13colvsesa051,sesa
colv,13colvsesa061,sesa
colv,13colvsesa064,sesa
colv,13colvsesa065,sesa
colv,13colvsesa068,sesa
colv,13colvsesa072,sesa
colv,13colvsesa074,sesa
colv,13colvsesa079,sesa
colv,13colvsesa083,sesa
colv,13colvsesa085,sesa
colv,13colvsesa087,sesa
colv,13colvsesa088,sesa
colv,13colvsesa089,sesa
colv,13colvsesa090,sesa
colv,13colvsesa095,sesa
colv,13colvsesa110,sesa
colv,13colvsesa119,sesa
colv,13colvsesa125,sesa
colv,13colvsesa131,sesa
colv,13colvsesa138,sesa
colv,13colvsesa140,sesa
colv,13colvsesa155,sesa
colv,13colvsesa163,sesa
colv,13colvsesa166,sesa
colv,13colvsesa167,sesa
colv,13colvsesa2253,sesa
colv,13colvsesa2262,sesa
colv,13colvsesa720,sesa
colv,13colvsesa722,sesa
colv,13colvsesa725,sesa
colv,13colvsesa729,sesa
colv,13colvsesa733,sesa
colv,13colvsesa739,sesa
colv,13colvsesa740,sesa
colv,13colvsesa741,sesa
colv,13colvsesa742,sesa
colv,13colvsesa746,sesa
colv,13colvsesa747,sesa
colv,13colvsesa748,sesa
colv,13colvsesa751,sesa
colv,13colvsesa754,sesa
colv,13colvsesa755,sesa
colv,13colvsesa759,sesa
colv,13colvsesa763,sesa
colv,13colvsesa764,sesa
colv,13colvsesa765,sesa
colv,13colvsesa770,sesa
colv,13colvsesa773,sesa
colv,13colvsesa774,sesa
colv,13colvsesa778,sesa
colv,13colvsesa779,sesa
colv,13colvsesa780,sesa
colv,13colvunkn124,unkn
colv,14colvamgp1011,amgp
colv,14colvbbpl052,bbpl
colv,14colvbbpl072,bbpl
colv,14colvbbpl073,bbpl
colv,14colvbbpl099,bbpl
colv,14colvbbpl1024,bbpl
colv,14colvbbpl1204,bbpl
colv,14colvdunl041,dunl
colv,14colvdunl1126,dunl
colv,14colvdunl1162,dunl
colv,14colvpesa1003,pesa
colv,14colvpesa1010,pesa
colv,14colvpesa1026,pesa
colv,14colvpesa1206,pesa
colv,14colvpesa2106,pesa
colv,14colvpesa252,pesa
colv,14colvreph024,reph
colv,14colvreph045,reph
colv,14colvreph056,reph
colv,14colvreph065,reph
colv,14colvreph1025,reph
colv,14colvreph1030,reph
colv,14colvreph1031,reph
colv,14colvreph1153,reph
colv,14colvreph1154,reph
colv,14colvreph1156,reph
colv,14colvreph1158,reph
colv,14colvreph207,reph
colv,14colvreph232,reph
colv,14colvreph237,reph
colv,14colvreph275,reph
colv,14colvreph276,reph
colv,14colvreph285,reph
colv,14colvreph287,reph
colv,14colvreph294,reph
colv,14colvreph299,reph
colv,14colvreph421,reph
colv,14colvreph701,reph
colv,14colvrnph100,rnph
colv,14colvrnph1020,rnph
colv,14colvrnph1023,rnph
colv,14colvrnph1033,rnph
colv,14colvrnph1161,rnph
colv,14colvrnph1205,rnph
colv,14colvrnph1207,rnph
colv,14colvrnph451,rnph
colv,14colvrutu082,rutu
colv,14colvrutu092,rutu
colv,14colvrutu1016,rutu
colv,14colvrutu1201,rutu
colv,14colvrutu1202,rutu
colv,14colvrutu1203,rutu
colv,14colvrutu212,rutu
colv,14colvrutu236,rutu
colv,14colvrutu300,rutu
colv,14colvsesa032,sesa
colv,14colvsesa034,sesa
colv,14colvsesa050,sesa
colv,14colvsesa057,sesa
colv,14colvsesa061,sesa
colv,14colvsesa063,sesa
colv,14colvsesa075,sesa
colv,14colvsesa080 ,sesa
colv,14colvsesa081,sesa
colv,14colvsesa084,sesa
colv,14colvsesa085,sesa
colv,14colvsesa086,sesa
colv,14colvsesa091,sesa
colv,14colvsesa096,sesa
colv,14colvsesa098,sesa
colv,14colvsesa1123,sesa
colv,14colvsesa1124,sesa
colv,14colvsesa1136,sesa
colv,14colvsesa1149,sesa
colv,14colvsesa1151,sesa
colv,14colvsesa165,sesa
colv,14colvsesa166,sesa
colv,14colvsesa214,sesa
colv,14colvsesa215,sesa
colv,14colvsesa235,sesa
colv,14colvsesa248,sesa
colv,14colvsesa250,sesa
colv,14colvsesa251,sesa
colv,14colvsesa252,sesa
colv,14colvsesa254,sesa
colv,14colvsesa255,sesa
colv,14colvsesa256,sesa
colv,14colvsesa258,sesa
colv,14colvsesa277,sesa
colv,14colvsesa280,sesa
colv,14colvsesa281,sesa
colv,14colvsesa282,sesa
colv,14colvsesa283,sesa
colv,14colvsesa288,sesa
colv,14colvsesa290,sesa
colv,14colvsesa315,sesa
colv,14colvsesa401,sesa
colv,14colvsesa402,sesa
colv,14colvsesa404,sesa
colv,14colvsesa419,sesa
colv,14colvsesa449,sesa
colv,14colvsesa824,sesa
colv,14colvsesa878,sesa
colv,14colvsesa879,sesa
colv,14colvsesa880,sesa
colv,14colvsesas226,sesa
eaba,10eababba02,bbpl
eaba,10eababba03,bbpl
eaba,10eababba05,bbpl
eaba,10eababbk02,bbpl
eaba,10eababbk03,bbpl
eaba,10eababbm01,bbpl
eaba,10eababbm02,bbpl
eaba,10eababbp01,bbpl
eaba,10eababbp02,bbpl
eaba,10eabadud01,dunl
eaba,10eabadudm01,dunl
eaba,10eabadudmo2,dunl
eaba,10eabapaja01,paja
eaba,10eabapaja02,paja
eaba,10eabarpa01,reph
eaba,10eabarpa02,reph
eaba,10eabarpa06,reph
eaba,10eabarpdm04,reph
eaba,10eabarpk01,reph
eaba,10eabarpk04,reph
eaba,10eabarpk05,reph
eaba,10eabarpk09,reph
eaba,10eabarpk10,reph
eaba,10eabarpk11,reph
eaba,10eabarpm03,reph
eaba,10eabarua01,rutu
eaba,10eabarua02,rutu
eaba,10eabarua03,rutu
eaba,10eabarua04,rutu
eaba,10eabarua05,rutu
eaba,10eabarudm01,rutu
eaba,10eabarudm02,rutu
eaba,10eabarudm03,rutu
eaba,10eabarudm05,rutu
eaba,10eabarudm06,rutu
eaba,10eabarudm07,rutu
eaba,10eabarudm08,rutu
eaba,10eabarudmo4,rutu
eaba,10eabaruk01,rutu
eaba,10eabaruk02,rutu
eaba,10eabaruk03,rutu
eaba,10eabaruk04,rutu
eaba,10eabaruk05,rutu
eaba,10eabaruk07,rutu
eaba,10eabaruk08,rutu
eaba,10eabaruk09,rutu
eaba,10eabaruk10,rutu
eaba,10eabaruk11,rutu
eaba,10eabarum01,rutu
eaba,10eabarum02/ rup01,rutu
eaba,10eabarum03,rutu
eaba,10eabasaa01,sand
eaba,10eabasea01,sepl
eaba,10eabasedm01,sepl
eaba,10eabasek01,sepl
eaba,10eabawra02,wrsa
eaba,10eabawra04,wrsa
eaba,10eabawrd01,wrsa
eaba,10eabawrd02,wrsa
eaba,10eabawrd04,wrsa
eaba,10eabawrd05,wrsa
eaba,10eabawrd06,wrsa
eaba,10eabawrdm01,wrsa
eaba,10eabawrdm02,wrsa
eaba,10eabawrk04,wrsa
eaba,10eabawrk05 ,wrsa
eaba,10eabawrm01,wrsa
eaba,10eabawrm02,wrsa
eaba,10eabawrm06,wrsa
eaba,10eabawrm08,wrsa
eaba,10eabawrp01,wrsa
eaba,10eabawrp02,wrsa
eaba,10eabawrp03,wrsa
eaba,10eabawrp04,wrsa
eaba,10eabawrp05,wrsa
eaba,11eaba,wrsa
eaba,11eabaagc01,amgp
eaba,11eabaagv01,amgp
eaba,11eababbc02,bbpl
eaba,11eababsv01,wrsa
eaba,11eabaduh01,dunl
eaba,11eabaduv01,dunl
eaba,11eabarpc01,reph
eaba,11eabarpc02,reph
eaba,11eabarpc03,reph
eaba,11eabarph04,reph
eaba,11eabarph05,reph
eaba,11eabarph06,reph
eaba,11eabarph07,reph
eaba,11eabarph08,reph
eaba,11eabarpm02,reph
eaba,11eabarth07,rutu
eaba,11eabartm01,rutu
eaba,11eabaspc01,sepl
eaba,11eabaspc02,sepl
eaba,11eabasph04,sepl
eaba,11eabasph05,sepl
eaba,11eabaspm01,sepl
eaba,11eabaspm02,sepl
eaba,11eabaspm03,sepl
eaba,11eabaspv01,sepl
eaba,11eabawrc01,wrsa
eaba,11eabawrc03,wrsa
eaba,11eabawrc04,wrsa
eaba,11eabawrc05,wrsa
eaba,11eabawrc06,wrsa
eaba,11eabawrc07,wrsa
eaba,11eabawrh02,wrsa
eaba,11eabawrh03,wrsa
eaba,11eabawrh04,wrsa
eaba,11eabawrh05,wrsa
eaba,11eabawrh06,wrsa
eaba,11eabawrh07,wrsa
eaba,11eabawrm01,wrsa
eaba,11eabawrm04,wrsa
eaba,11eabawrm06,wrsa
eaba,12eababba02,bbpl
eaba,12eababbm01,bbpl
eaba,12eabaduk01,dunl
eaba,12eabadum01,dunl
eaba,12eabarpm01,reph
eaba,12eabarpn01,reph
eaba,12eabarpn02,reph
eaba,12eabarpn03,reph
eaba,12eabarpn04,reph
eaba,12eabaruk01,rutu
eaba,12eabaruk04,rutu
eaba,12eabarup02,rutu
eaba,12eabarup04,rutu
eaba,12eabasek01,sepl
eaba,12eabasek02,sepl
eaba,12eabasek03,sepl
eaba,12eabasek04,sepl
eaba,12eabasem01,sepl
eaba,12eabasem02,sepl
eaba,12eabasen02,sepl
eaba,12eabassa01,sesa
eaba,12eabassm01,sesa
eaba,12eabawra01,wrsa
eaba,12eabawra03,wrsa
eaba,12eabawra04,wrsa
eaba,12eabawra06,wrsa
eaba,12eabawra07,wrsa
eaba,12eabawrk01,wrsa
eaba,12eabawrk03,wrsa
eaba,12eabawrk04,wrsa
eaba,12eabawrk05,wrsa
eaba,12eabawrm01,wrsa
eaba,12eabawrm02,wrsa
eaba,12eabawrm03,wrsa
eaba,12eabawrm04,wrsa
eaba,12eabawrn01,wrsa
eaba,13eababba01,bbpl
eaba,13eababba04,bbpl
eaba,13eababbs01,bbpl
eaba,13eabadue01,dunl
eaba,13eabarpa01,reph
eaba,13eabarpa05,reph
eaba,13eabarpe04,reph
eaba,13eabarpl01,reph
eaba,13eabarps03,reph
eaba,13eabarps05,reph
eaba,13eabarue01,rutu
eaba,13eabarus03,rutu
eaba,13eabasee01,sesa
eaba,13eabasee02,sesa
eaba,13eabaspl01,sepl
eaba,13eabaspl02,sepl
eaba,13eabawra02,wrsa
eaba,13eabawra03,wrsa
eaba,13eabawra04,wrsa
eaba,13eabawra05,wrsa
eaba,13eabawra06,wrsa
eaba,13eabawra07,wrsa
eaba,13eabawra08,wrsa
eaba,13eabawre01,wrsa
eaba,13eabawre02,wrsa
eaba,13eabawre03,wrsa
eaba,13eabawre04,wrsa
eaba,13eabawre05,wrsa
eaba,13eabawrl01,wrsa
eaba,13eabawrl02,wrsa
eaba,13eabawrl03,wrsa
eaba,13eabawrl04,wrsa
eaba,13eabawrl05,wrsa
eaba,13eabawrl06,wrsa
eaba,13eabawrs01,wrsa
eaba,13eabawrs02,wrsa
eaba,13eabawrs03,wrsa
eaba,13eabawrs04,wrsa
eaba,13eabawrs05,wrsa
iglo,13igloamgp046,amgp
iglo,13igloamgp047,amgp
iglo,13igloamgp048,amgp
iglo,13iglobasa021,basa
iglo,13iglobbpl001,bbpl
iglo,13igloreph001,reph
iglo,13igloreph002,reph
iglo,13igloreph004,reph
iglo,13igloreph021,reph
iglo,13igloreph023,reph
iglo,13igloreph024,reph
iglo,13igloreph025,reph
iglo,13igloreph026,reph
iglo,13igloreph027,reph
iglo,13igloreph028,reph
iglo,13iglorutu001,rutu
iglo,13iglosesa020,sesa
iglo,13iglosesa021,sesa
iglo,13iglosesa023,sesa
iglo,13iglowrsa001,wrsa
iglo,13iglowrsa002,wrsa
iglo,13iglowrsa003,wrsa
iglo,13iglowrsa021,wrsa
iglo,14igloamgp.14.004,amgp
iglo,14igloamgp.14.101,amgp
iglo,14iglobasa.14.002,basa
iglo,14iglobbpl.14.001,bbpl
iglo,14iglobbpl.14.051,bbpl
iglo,14iglobbpl.14.052,bbpl
iglo,14iglodunl.14.151,dunl
iglo,14iglopesa.14.001,pesa
iglo,14iglopusa.14.001,pusa
iglo,14igloreph.14.001,reph
iglo,14igloreph.14.004,reph
iglo,14igloreph.14.005,reph
iglo,14igloreph.14.006,reph
iglo,14igloreph.14.051,reph
iglo,14igloreph.14.053,reph
iglo,14igloreph.14.055,reph
iglo,14igloreph.14.056,reph
iglo,14igloreph.14.102,reph
iglo,14igloreph.14.104,reph
iglo,14igloreph.14.106,reph
iglo,14igloreph.14.107,reph
iglo,14igloreph.14.151,reph
iglo,14igloreph.14.152,reph
iglo,14iglorutu.14.001,rutu
iglo,14iglorutu.14.002,rutu
iglo,14iglosesa.14.001,sesa
iglo,14iglosesa.14.051,sesa
iglo,14iglosesa.14.052,sesa
iglo,14iglosesa.14.101,sesa
iglo,14iglowrsa.14.001,wrsa
iglo,14iglowrsa.14.002,wrsa
iglo,14iglowrsa.14.051,wrsa
iglo,14iglowrsa.14.053,wrsa
iglo,14iglowrsa.14.054,unknown
iglo,14iglowrsa.14.056,wrsa
iglo,14iglowrsa.14.057,wrsa
iglo,14iglowrsa.14.102,wrsa
iglo,14iglowrsa.14.103,wrsa
iglo,14iglowrsa.14.151,wrsa
iglo,14iglowrsa.14.153,wrsa
iglo,14iglowrsa.14.155,wrsa
iglo,14iglowrsa.14.160,wrsa
ikpi,10ikpi10cjs001,sesa
ikpi,10ikpi10cjs002,dunl
ikpi,10ikpi10cjs003,rnph
ikpi,10ikpi10cjs004,sesa
ikpi,10ikpi10cjs006,rnph
ikpi,10ikpi10cjs007,reph
ikpi,10ikpi10cjs008,sesa
ikpi,10ikpi10cjs009,sesa
ikpi,10ikpi10cjs010,sesa
ikpi,10ikpi10cjs011,rnph
ikpi,10ikpi10cjs012,sesa
ikpi,10ikpi10cjs013,sesa
ikpi,10ikpi10cjs014,sesa
ikpi,10ikpi10cjs015,dunl
ikpi,10ikpi10cjs016,btgo
ikpi,10ikpi10cjs018,sesa
ikpi,10ikpi10cjs019,sesa
ikpi,10ikpi10cjs020,reph
ikpi,10ikpi10cjs021,sesa
ikpi,10ikpi10cjs022,sesa
ikpi,10ikpi10cjs023,sesa
ikpi,10ikpi10cjs024,sesa
ikpi,10ikpi10cjs025,dunl
ikpi,10ikpi10cjs026,sesa
ikpi,10ikpi10cjs027,sesa
ikpi,10ikpi10cjs028,bbpl
ikpi,10ikpi10cjs029,sesa
ikpi,10ikpi10cjs030,sesa
ikpi,10ikpi10cjs031,sesa
ikpi,10ikpi10cjs032,sesa
ikpi,10ikpi10cjs034,lbdo
ikpi,10ikpi10cjs035,btgo
ikpi,10ikpi10cjs036,dunl
ikpi,10ikpi10cjs037,pesa
ikpi,10ikpi10cjs038,pesa
ikpi,10ikpi10cjs039,pesa
ikpi,10ikpi10cjs040,lbdo
ikpi,10ikpi10cjs041,sesa
ikpi,10ikpi10cjs042,sesa
ikpi,10ikpi10cjs043,rnph
ikpi,10ikpi10cjs044,pesa
ikpi,10ikpi10cjs045,reph
ikpi,10ikpi10cjs046,reph
ikpi,10ikpi10cjs047,pesa
ikpi,10ikpi10cjs048,reph
ikpi,10ikpi10cjs049,sesa
ikpi,10ikpi10cjs050,pesa
ikpi,10ikpi10cjs051,rnph
ikpi,10ikpi10cjs052,pesa
ikpi,10ikpi10cmb007,dunl
ikpi,10ikpi10cmb011,pesa
ikpi,10ikpi10cmb015,pesa
ikpi,10ikpi10cmb017,pesa
ikpi,10ikpi10cmb018,btgo
ikpi,10ikpi10vj003,reph
ikpi,10ikpi10vj004,dunl
ikpi,10ikpi10vj005,pesa
ikpi,10ikpi10vj006,dunl
ikpi,10ikpi10vj007,sesa
ikpi,10ikpi10vj010,sesa
ikpi,10ikpi10vj012,rnph
ikpi,10ikpi10vj013,sesa
ikpi,10ikpi10vj014,dunl
ikpi,10ikpi10vj015,sesa
ikpi,10ikpi10vj016,sesa
ikpi,10ikpi10vj017,sesa
ikpi,10ikpi10vj018,sesa
ikpi,10ikpi10vj019,sesa
ikpi,10ikpi10vj021,sesa
ikpi,10ikpi10vj023,sesa
ikpi,10ikpi10vj024,sesa
ikpi,10ikpi10vj025,sesa
ikpi,10ikpi10vj026,reph
ikpi,10ikpi10vj027,dunl
ikpi,10ikpi10vj028,dunl
ikpi,10ikpi10vj029,btgo
ikpi,10ikpi10vj030,sesa
ikpi,10ikpi10vj031,sesa
ikpi,10ikpi10vj032,sesa
ikpi,10ikpi10vj033,sesa
ikpi,10ikpi10vj034,reph
ikpi,10ikpi10vj035,sesa
ikpi,10ikpi10vj036,dunl
ikpi,10ikpi10vj037,reph
ikpi,10ikpi10vj038,dunl
ikpi,10ikpi10vj040,sesa
ikpi,10ikpi10vj041,dunl
ikpi,10ikpi10vj042,sesa
ikpi,10ikpi10vj043,sesa
ikpi,10ikpi10vj044,sesa
ikpi,10ikpi10vj045,sesa
ikpi,10ikpi10vj046,sesa
ikpi,10ikpi10vj047,sesa
ikpi,10ikpi10vj048,pesa
ikpi,10ikpi10vj049,pesa
ikpi,10ikpi10vj050,sesa
ikpi,10ikpi10vj051,dunl
ikpi,10ikpi10vj052,dunl
ikpi,10ikpi10vj053,pesa
ikpi,10ikpi10vj054,sesa
ikpi,10ikpi10vj056,pesa
ikpi,10ikpi10vj057,sesa
ikpi,10ikpi10vj058,reph
ikpi,10ikpi10vj059,reph
ikpi,10ikpi10vj060,sesa
ikpi,10ikpi10vj061,reph
ikpi,10ikpi10vj062,sesa
ikpi,10ikpi10vj063,lbdo
ikpi,10ikpi10vj064,sesa
ikpi,10ikpi10vj065,dunl
ikpi,10ikpi10vj066,reph
ikpi,10ikpi10vj067,sesa
ikpi,10ikpi10vj068,sesa
ikpi,10ikpi10vj069,sesa
ikpi,10ikpi10vj070,sesa
ikpi,10ikpi10vj071,sesa
ikpi,10ikpi10vj072,dunl
ikpi,10ikpi10vj073,sesa
ikpi,10ikpi10vj074,dunl
ikpi,10ikpi10vj075,pesa
ikpi,10ikpi10vj076,pesa
ikpi,10ikpi10vj077,sesa
ikpi,10ikpi10vj078,dunl
ikpi,10ikpi10vj079,sesa
ikpi,10ikpi10vj080,sesa
ikpi,10ikpi10vj081,reph
ikpi,10ikpi10vj082,sesa
ikpi,10ikpi10vj083,dunl
ikpi,10ikpi10vj084,sesa
ikpi,10ikpi10vj086,sesa
ikpi,10ikpi10vj087,sesa
ikpi,10ikpi10vj088,dunl
ikpi,10ikpi10vj089,sesa
ikpi,10ikpi10vj090,rnph
ikpi,10ikpi10vj091,sesa
