Nest_ID,Egg_num,Length,Width
09barrsesa512,1,30.3,21.1
09barrsesa512,2,29.8,21.0
09barrsesa512,3,30.0,21.0
09barrsesa512,4,30.3,19.9
09barrsesa514,1,30.5,21.1
09barrsesa514,2,29.4,21.3
09barrsesa514,3,30.0,20.9
09barrsesa514,4,29.4,20.8
09barrsesa524,1,30.4,21.7
09barrsesa524,2,29.4,21.8
09barrsesa524,3,30.1,21.5
09barrsesa524,4,30.8,21.5
09barrsesa528,1,33.0,21.5
09barrsesa528,2,32.1,21.6
09barrsesa528,3,32.4,22.0
09barrsesa528,4,31.8,21.7
09barrsesa529,1,31.8,21.5
09barrsesa529,2,30.8,21.5
09barrsesa529,3,30.6,21.6
09barrsesa529,4,30.3,21.6
09barrsesa531,1,31.8,20.9
09barrsesa531,2,30.9,21.1
09barrsesa531,3,29.4,21.5
09barrsesa531,4,31.4,20.9
09barrsesa532,1,30.3,22.4
09barrsesa532,2,30.4,22.2
09barrsesa532,3,30.6,22.0
09barrsesa532,4,30.3,22.1
09barrsesa533,1,31.1,21.1
09barrsesa533,2,31.1,21.0
09barrsesa533,3,31.4,20.9
09barrsesa533,4,30.5,21.0
09barrsesa535,1,30.3,21.8
09barrsesa535,2,29.2,22.1
09barrsesa535,3,30.7,21.8
09barrsesa535,4,28.7,22.0
09barrsesa551,1,28.4,22.0
09barrsesa551,2,29.9,21.7
09barrsesa551,3,27.4,21.5
09barrsesa551,4,28.3,21.7
09barrsesa570,1,31.2,21.8
09barrsesa570,2,31.8,22.1
09barrsesa570,3,30.9,21.2
09barrsesa570,4,31.4,21.5
09barrsesa572,1,29.2,21.4
09barrsesa572,2,30.3,20.9
09barrsesa572,3,30.6,20.9
09barrsesa572,4,28.2,21.3
09barrsesa573,1,28.8,21.9
09barrsesa573,2,28.3,21.5
09barrsesa573,3,28.7,21.9
09barrsesa573,4,29.1,21.9
09barrsesa574,1,29.7,21.6
09barrsesa574,2,29.7,21.5
09barrsesa574,3,29.5,21.8
09barrsesa574,4,29.9,21.0
09barrsesa576,1,30.4,21.6
09barrsesa576,2,30.9,21.4
09barrsesa576,3,29.8,21.8
09barrsesa584,1,30.8,20.6
09barrsesa584,2,31.0,21.3
09barrsesa584,3,30.9,21.4
09barrsesa584,4,29.7,20.9
09barrsesa591,1,30.8,21.2
09barrsesa591,2,31.5,21.0
09barrsesa591,3,30.9,21.1
09barrsesa591,4,30.5,21.1
09barrsesa594,1,31.3,21.4
09barrsesa594,2,30.1,22.0
09barrsesa594,3,32.2,21.1
09barrsesa594,4,30.8,21.3
09barrsesa620,1,29.4,21.8
09barrsesa620,2,29.4,22.2
09barrsesa620,3,28.7,21.2
09barrsesa620,4,29.8,21.3
09barrsesa703,1,31.8,22.2
09barrsesa703,2,32.7,21.7
09barrsesa703,3,32.1,22.0
09barrsesa703,4,31.3,21.6
09barrsesa706,1,30.8,22.9
09barrsesa706,2,31.2,22.8
09barrsesa706,3,30.3,22.6
09barrsesa706,4,30.2,22.4
09barrsesa711,1,30.7,20.6
09barrsesa711,2,27.6,20.0
09barrsesa711,3,30.5,21.0
09barrsesa711,4,30.2,20.4
09barrsesa713,1,30.2,22.5
09barrsesa713,3,30.8,22.2
09barrsesa713,4,29.8,22.7
09barrsesa714,1,30.2,21.1
09barrsesa714,2,30.7,20.9
09barrsesa714,3,30.5,20.8
09barrsesa714,4,30.4,21.1
09barrsesa715,1,32.2,21.5
09barrsesa715,2,30.7,21.5
09barrsesa715,3,32.1,21.7
09barrsesa715,4,31.8,21.3
09barrsesa717,1,30.3,22.7
09barrsesa717,2,31.3,22.5
09barrsesa717,3,30.1,22.2
09barrsesa717,4,30.5,22.4
09barrsesa718,1,30.1,21.9
09barrsesa718,2,31.3,21.5
09barrsesa718,3,31.1,21.5
09barrsesa718,4,30.2,21.3
09barrsesa719,1,30.8,21.9
09barrsesa719,2,31.4,21.8
09barrsesa719,3,31.6,21.9
09barrsesa719,4,30.1,22.1
09barrsesa724,1,30.2,21.7
09barrsesa724,2,30.2,21.8
09barrsesa724,3,30.7,21.6
09barrsesa724,4,30.8,21.8
09barrsesa726,1,30.0,22.3
09barrsesa726,2,30.2,22.2
09barrsesa726,3,30.0,22.2
09barrsesa726,4,30.7,22.0
09barrsesa727,1,29.5,21.1
09barrsesa727,2,29.9,20.9
09barrsesa727,3,29.9,21.0
09barrsesa727,4,30.1,21.0
09barrsesa739,1,30.8,21.9
09barrsesa739,2,30.8,21.8
09barrsesa739,3,30.4,21.7
09barrsesa739,4,30.6,21.6
09barrsesa743,1,31.0,21.9
09barrsesa743,2,30.6,22.3
09barrsesa743,3,30.9,22.0
09barrsesa743,4,30.5,22.0
09barrsesa744,1,30.0,21.5
09barrsesa744,2,30.0,21.1
09barrsesa744,3,29.9,21.4
09barrsesa744,4,30.3,21.8
09barrsesa745,1,30.5,21.1
09barrsesa745,2,29.5,21.0
09barrsesa745,3,29.6,21.4
09barrsesa745,4,30.5,21.4
09barrsesa748,1,30.0,21.8
09barrsesa748,2,30.5,21.4
09barrsesa748,3,30.0,21.8
09barrsesa748,4,31.1,21.4
09barrsesa751,1,31.0,21.3
09barrsesa751,2,30.1,21.4
09barrsesa751,3,30.5,21.4
09barrsesa754,1,30.9,21.0
09barrsesa754,2,32.0,20.9
09barrsesa754,3,31.6,21.4
09barrsesa754,4,31.4,21.4
09barrsesa755,1,30.7,21.2
09barrsesa755,2,31.3,21.0
09barrsesa755,3,29.8,20.8
09barrsesa755,4,30.7,21.2
09barrsesa756,1,31.4,21.9
09barrsesa756,2,30.0,22.1
09barrsesa756,3,30.4,22.0
09barrsesa756,4,31.3,21.7
09barrsesa758,1,29.8,21.3
09barrsesa758,2,30.0,21.2
09barrsesa758,3,30.1,21.1
09barrsesa758,4,29.5,21.3
09barrsesa768,1,31.7,21.7
09barrsesa768,2,30.8,22.3
09barrsesa768,3,31.6,21.6
09barrsesa768,4,30.7,21.4
09barrsesa917,1,30.5,22.4
09barrsesa917,2,31.0,22.7
09barrsesa917,3,30.3,22.5
09barrsesa917,4,30.5,22.5
09barrsesa919,1,29.4,21.1
09barrsesa919,2,29.7,21.0
09barrsesa919,3,28.2,21.1
09barrsesa919,4,29.7,21.5
09barrsesa920,1,30.2,22.3
09barrsesa920,2,31.2,22.2
09barrsesa920,3,31.0,22.0
09barrsesa920,4,29.3,22.5
09barrsesa923,1,31.6,22.0
09barrsesa923,2,33.7,21.3
09barrsesa923,3,31.7,21.7
09barrsesa923,4,32.5,21.9
09barrsesa927,1,30.9,21.6
09barrsesa927,2,30.8,21.3
09barrsesa927,3,30.0,21.6
09barrsesa927,4,29.7,22.1
09barrsesa938,1,28.7,20.9
09barrsesa938,2,29.7,20.9
09barrsesa938,3,29.5,20.8
09barrsesa938,4,29.8,20.3
09barrsesa939,1,30.3,21.0
09barrsesa939,2,29.6,21.0
09barrsesa939,3,29.6,21.3
09barrsesa939,4,30.8,21.0
09barrsesa950,1,30.3,21.3
09barrsesa950,2,29.2,21.5
09barrsesa950,3,30.7,21.6
09barrsesa950,4,31.7,21.1
09barrsesa957,1,30.2,21.3
09barrsesa957,2,29.4,20.9
09barrsesa957,3,30.2,20.8
09barrsesa957,4,29.8,20.7
09barrsesa971,1,30.1,20.7
09barrsesa971,2,29.8,20.9
09barrsesa971,3,29.2,21.3
09barrsesa971,4,29.9,20.8
09barrsesa973,1,31.1,20.9
09barrsesa973,2,31.0,20.6
09barrsesa973,3,30.1,20.4
09barrwesa065,1,31.3,22.0
09barrwesa065,2,32.4,22.3
09barrwesa065,3,31.8,22.4
09barrwesa065,4,31.4,22.8
09barrwesa454,1,32.0,22.6
09barrwesa454,2,31.9,22.2
09barrwesa454,3,31.5,23.2
09barrwesa454,4,31.8,22.4
09barrwesa455,1,30.1,21.3
09barrwesa455,2,30.3,21.2
09barrwesa464,1,30.4,21.7
09barrwesa464,2,30.3,20.8
09barrwesa464,3,30.6,21.9
09barrwesa556,1,30.1,22.9
09barrwesa556,2,30.1,22.6
09barrwesa556,3,30.6,22.3
09barrwesa556,4,31.6,21.9
09barrwesa593,1,31.5,21.6
09barrwesa593,2,30.6,21.6
09barrwesa593,3,31.1,21.4
09barrwesa596,1,32.1,22.0
09barrwesa596,2,31.6,22.0
09barrwesa738,1,31.6,21.1
09barrwesa738,2,30.8,21.3
09barrwesa738,3,31.2,21.0
09barrwesa738,4,31.5,21.4
09barrwesa742,1,32.9,21.9
09barrwesa742,2,32.1,21.6
09barrwesa742,3,33.0,21.7
09barrwesa742,4,32.9,21.5
09barrwesa749,1,31.0,20.8
09barrwesa749,2,30.3,21.1
09barrwesa749,3,30.3,21.4
09barrwesa749,4,30.6,21.0
09barrwesa760,1,31.2,21.6
09barrwesa760,2,30.5,21.5
09barrwesa760,3,30.8,21.1
09barrwesa760,4,30.2,22.0
09barrwesa925,1,31.1,21.6
09barrwesa925,2,31.4,21.3
09barrwesa925,3,31.2,21.6
09barrwesa925,4,31.9,21.5
09barrwesa931,1,29.9,21.7
09barrwesa931,2,30.4,21.3
09barrwesa931,3,31.8,21.4
09barrwesa931,4,31.0,21.5
09barrwesa935,1,29.5,22.0
09barrwesa935,2,30.3,22.0
09barrwesa935,3,30.5,21.8
09barrwesa935,4,30.6,21.9
09barrwesa956,1,31.0,21.9
09barrwesa956,2,30.7,21.8
09barrwesa956,3,30.8,21.7
09barrwesa972,1,32.2,21.9
09barrwesa972,2,31.4,22.3
09barrwesa972,3,31.4,22.1
09barrwesa972,4,31.2,22.2
09barrwrsa592,1,31.1,23.9
09barrwrsa592,2,33.4,23.7
09barrwrsa592,3,31.7,23.1
09barrwrsa592,4,32.4,23.6
09byloamgpfb01,1,47.72,33.22
09byloamgpfb01,2,45.82,33.64
09byloamgpfb01,3,46.68,33.94
09byloamgpfb01,4,47.16,33.84
09byloamgpjfl01,1,46.78,33.88
09byloamgpjfl01,2,46.97,33.99
09byloamgpjfl01,3,47.72,33.47
09byloamgpjfl01,4,47.37,33.93
09byloamgpjfl02,1,47.26,33.73
09byloamgpjfl02,2,46.72,32.97
09byloamgpjfl02,3,48.39,32.35
09byloamgpjfl02,4,49.09,33.05
09byloamgpjfl03,1,50.23,32.24
09byloamgpjfl03,2,50.11,31.88
09byloamgpjfl03,3,49.39,32.45
09byloamgpjfl03,4,48.92,32.25
09byloamgpjfl04,1,46.03,33.25
09byloamgpjfl04,2,46.38,31.35
09byloamgpjfl04,3,46.44,30.96
09byloamgpjfl04,4,45.91,31.59
09bylobasajfl01,1,32.68,24.0
09bylobasajfl01,2,32.35,23.79
09bylobasajfl01,3,32.84,24.0
09bylobasajfl01,4,32.3,24.26
09bylobasajfl02,1,34.12,24.49
09bylobasajfl02,2,34.49,24.71
09bylobasajfl02,3,33.51,24.17
09bylobasajfl02,4,33.32,24.36
09bylobasajfl03,1,34.4,22.85
09bylobasajfl03,2,34.02,23.31
09bylobasajfl03,3,33.23,23.55
09bylobasajfl03,4,33.72,22.92
09bylobasajfl04,1,31.54,24.19
09bylobasajfl04,2,33.79,24.61
09bylobasajfl04,3,30.8,24.36
09bylobasajfl04,4,31.18,24.7
09bylobasajfl04,5,31.76,24.25
09bylobasajfl05,1,33.15,23.81
09bylobasajfl05,2,33.67,23.66
09bylobasajfl05,3,32.75,23.98
09bylobasajfl05,4,33.23,23.84
09bylobasalm01,1,34.05,24.43
09bylobasalm01,2,33.76,24.55
09bylobasalm01,3,34.2,24.5
09bylobasalm01,4,34.46,24.55
09bylobasalm02,3,33.3,23.5
09bylobasalm02,4,33.6,23.7
09bylobasalm03,1,34.24,24.92
09bylobasalm03,2,34.05,24.71
09bylobasalm03,3,34.32,24.5
09bylobasalm03,4,34.33,24.54
09bylobasalm04,1,31.09,23.44
09bylobasalm04,2,31.8,24.27
09bylobasalm04,3,31.09,24.24
09bylobasalm04,4,31.75,24.48
09bylobasamd01,1,33.37,23.97
09bylobasamd01,2,34.78,23.97
09bylobasamd01,3,33.07,23.98
09bylobasamd01,4,34.02,24.47
09bylobecbpyl02,1,30.79,23.2
09bylobecbpyl02,2,32.78,23.11
09bylobecbpyl02,3,31.13,22.74
09bylobecbpyl02,4,31.84,24.13
09bylopesajfl01,1,39.22,26.5
09bylopesajfl01,2,38.01,26.38
09bylopesajfl01,3,38.58,26.06
09bylopesajfl01,4,37.06,26.52
09byloplarjb01,1,48.6,35.8
09byloplarjb01,2,48.1,35.6
09byloplarjb01,3,48.1,36.1
09byloplarjb01,4,48.0,36.0
09byloplarjb02,1,53.0,35.9
09byloplarjb02,2,52.4,35.9
09byloplarjb02,3,52.4,35.9
09byloplarjb02,4,54.6,36.1
09byloplarlk01,1,53.5,35.0
09byloplarlk01,2,50.8,34.9
09byloplarlk01,3,51.3,35.4
09byloplarlk01,4,50.9,35.0
09byloplbrjb01,1,48.8,33.6
09byloplbrjb01,2,46.0,33.7
09byloplbrjb01,3,47.2,33.1
09byloplbrjb01,4,47.7,32.4
09byloplbrlk01,1,49.0,33.1
09byloplbrlk01,2,51.8,31.6
09byloplbrlk01,3,49.5,32.7
09byloplbrlk01,4,51.8,32.8
09byloplbrlk02,1,51.23,32.21
09byloplbrlk02,2,51.0,32.42
09byloplbrlk02,3,48.96,32.51
09byloplbrlk02,4,51.44,32.38
09byloplbrlm01,1,48.93,32.09
09byloplbrlm01,2,47.49,32.47
09byloplbrlm01,3,48.5,32.81
09byloplbrlm01,4,50.23,32.42
09byloplbrlm02,1,46.22,33.09
09byloplbrlm02,2,47.45,32.46
09byloplbrlm02,3,49.51,33.06
09byloplbrlm02,4,47.68,33.05
09byloplbrlm03,1,49.92,32.62
09byloplbrlm03,2,48.86,32.9
09byloplbrlm03,3,49.03,31.32
09byloplbrlm03,4,47.78,32.78
09byloplbrlm04,1,48.26,33.11
09byloplbrlm04,2,49.59,33.01
09byloplbrlm04,3,49.12,33.09
09byloplbrlm04,4,47.08,33.34
09bylotocoec01,1,40.55,28.91
09bylotocoec01,2,38.61,27.96
09bylotocoec01,3,39.25,29.09
09bylotocoec01,4,39.69,28.66
09bylowrsalk01,1,32.4,23.7
09bylowrsalk01,2,31.3,22.7
09bylowrsalk01,3,32.6,24.0
09bylowrsalk01,4,31.7,23.2
10barramgp016,1,49.4,33.8
10barramgp016,2,50.5,33.5
10barramgp016,3,50.6,33.9
10barramgp016,4,49.0,33.8
10barramgp109,1,49.7,33.7
10barramgp109,2,49.4,34.1
10barramgp109,3,50.6,34.6
10barramgp109,4,51.9,34.5
10barramgp120,1,49.2,34.4
10barramgp120,2,49.7,33.6
10barramgp120,3,50.9,33.7
10barramgp120,4,50.5,33.5
10barramgp122,1,48.1,35.3
10barramgp122,2,50.1,35.6
10barramgp122,3,50.8,35.3
10barramgp122,4,49.8,35.0
10barramgp230,1,48.0,34.7
10barramgp230,2,48.9,34.7
10barramgp230,3,50.7,34.7
10barramgp230,4,48.4,34.7
10barramgp304,1,48.8,33.6
10barramgp304,2,50.2,33.5
10barramgp304,3,48.9,33.9
10barramgp304,4,48.8,31.8
10barramgp313,1,50.1,35.2
10barramgp313,2,50.5,34.9
10barramgp313,3,50.6,35.7
10barramgp313,4,50.9,35.4
10barramgp321,1,46.5,33.9
10barramgp321,2,44.7,33.5
10barramgp321,3,45.6,33.9
10barramgp321,4,46.6,33.4
10barramgp369,1,48.4,34.5
10barramgp369,2,48.8,34.4
10barramgp369,3,48.2,35.0
10barramgp369,4,48.2,33.4
10barramgp400,1,48.1,33.2
10barramgp400,2,49.0,33.5
10barramgp400,3,49.3,33.5
10barramgp400,4,50.2,33.4
10barramgp412,1,50.4,34.5
10barramgp412,2,50.5,34.2
10barramgp412,3,49.2,34.9
10barramgp412,4,48.1,34.6
10barramgp426,1,47.6,34.5
10barramgp426,2,48.0,34.1
10barramgp426,3,49.7,34.5
10barramgp426,4,46.6,33.7
10barramgp433,1,47.6,32.7
10barramgp433,2,47.5,34.1
10barramgp433,3,50.2,33.1
10barramgp433,4,46.6,33.7
10barramgp443,1,50.6,33.1
10barramgp443,2,52.7,33.1
10barramgp443,3,50.8,33.4
10barramgp443,4,49.5,33.0
10barramgp506,1,48.9,34.2
10barramgp506,2,48.5,34.2
10barramgp506,3,48.9,33.4
10barramgp506,4,49.8,33.2
10barramgp516,1,49.2,32.3
10barramgp516,2,50.0,32.5
10barramgp516,3,46.8,32.6
10barramgp516,4,46.9,32.3
10barramgp613,1,50.1,34.6
10barramgp613,2,49.3,34.9
10barramgp613,3,51.8,34.1
10barramgp613,4,50.1,34.9
10barrbasa011,1,33.5,24.1
10barrbasa011,2,35.4,24.2
10barrbasa011,3,35.9,24.1
10barrbasa011,4,34.1,23.9
10barrdunl001,1,35.9,24.9
10barrdunl001,2,37.2,24.7
10barrdunl001,3,36.1,24.5
10barrdunl001,4,36.5,25.0
10barrdunl010,1,37.2,25.8
10barrdunl010,2,37.7,25.7
10barrdunl010,3,36.7,25.3
10barrdunl010,4,36.9,25.8
10barrdunl012,1,37.1,26.0
10barrdunl012,2,38.1,25.7
10barrdunl012,3,37.6,26.2
10barrdunl012,4,36.1,25.6
10barrdunl018,1,36.2,25.1
10barrdunl018,2,37.7,24.7
10barrdunl018,3,36.7,25.2
10barrdunl018,4,36.7,25.3
10barrdunl022,1,38.3,25.7
10barrdunl022,2,37.3,26.0
10barrdunl022,3,39.4,25.9
10barrdunl022,4,38.8,25.3
10barrdunl100,1,37.7,25.7
10barrdunl100,2,36.7,25.7
10barrdunl100,3,36.1,26.7
10barrdunl100,4,36.0,26.0
10barrdunl110,1,35.7,25.5
10barrdunl110,2,34.9,25.5
10barrdunl110,3,35.8,25.9
10barrdunl110,4,34.9,26.1
10barrdunl115,1,35.4,25.1
10barrdunl115,2,35.3,25.4
10barrdunl115,3,34.9,25.2
10barrdunl115,4,35.5,25.6
10barrdunl117,1,36.0,25.7
10barrdunl117,2,35.5,24.8
10barrdunl117,3,33.8,25.3
10barrdunl117,4,36.4,25.4
10barrdunl121,1,37.3,25.5
10barrdunl121,2,36.3,25.4
10barrdunl121,3,37.9,25.8
10barrdunl121,4,36.3,25.8
10barrdunl124,1,36.1,25.7
10barrdunl124,2,37.0,25.2
10barrdunl124,3,36.3,25.7
10barrdunl206,1,36.8,25.8
10barrdunl206,2,36.8,25.9
10barrdunl206,3,36.0,25.9
10barrdunl206,4,37.4,25.8
10barrdunl210,1,37.4,26.4
10barrdunl210,2,37.0,26.5
10barrdunl210,3,37.6,26.5
10barrdunl210,4,35.0,25.9
10barrdunl213,1,36.0,25.1
10barrdunl213,2,36.8,25.4
10barrdunl213,3,35.5,25.2
10barrdunl213,4,36.4,25.3
10barrdunl234,1,36.4,26.0
10barrdunl234,2,37.6,25.5
10barrdunl234,3,36.6,25.1
10barrdunl234,4,37.0,25.2
10barrdunl303,1,38.7,26.4
10barrdunl303,2,38.4,26.3
10barrdunl303,3,37.5,26.5
10barrdunl303,4,38.1,26.1
10barrdunl305,1,36.5,25.5
10barrdunl305,2,36.0,26.5
10barrdunl305,3,36.5,25.7
10barrdunl305,4,37.0,25.6
10barrdunl307,1,37.4,26.6
10barrdunl307,2,36.4,26.3
10barrdunl307,3,37.8,26.2
10barrdunl307,4,37.1,25.8
10barrdunl311,1,36.4,26.0
10barrdunl311,2,37.9,26.0
10barrdunl311,3,38.2,25.9
10barrdunl311,4,37.9,25.9
10barrdunl312,1,37.4,26.7
10barrdunl312,2,35.5,27.0
10barrdunl312,3,36.0,26.3
10barrdunl312,4,37.2,26.1
10barrdunl314,1,36.3,26.1
10barrdunl314,2,36.0,25.4
10barrdunl314,3,36.3,25.7
10barrdunl314,4,35.6,25.9
10barrdunl319,1,38.3,25.1
10barrdunl319,2,38.9,25.4
10barrdunl319,3,38.3,25.0
10barrdunl319,4,38.7,25.3
10barrdunl325,1,37.7,26.2
10barrdunl325,2,39.8,25.6
10barrdunl325,3,38.4,26.2
10barrdunl325,4,38.0,25.8
10barrdunl326,1,36.5,26.6
10barrdunl326,2,38.3,26.1
10barrdunl326,3,38.2,26.5
10barrdunl326,4,37.8,26.1
10barrdunl329,1,35.6,25.7
10barrdunl329,2,34.9,25.7
10barrdunl329,3,35.4,25.2
10barrdunl329,4,35.3,25.6
10barrdunl332,1,37.8,25.8
10barrdunl332,2,36.8,26.0
10barrdunl332,3,36.7,25.5
10barrdunl332,4,38.0,25.8
10barrdunl338,1,36.3,24.7
10barrdunl338,2,37.0,25.4
10barrdunl338,3,35.8,25.3
10barrdunl338,4,36.4,24.9
10barrdunl354,1,36.6,25.3
10barrdunl354,2,35.4,25.5
10barrdunl354,3,38.2,25.3
10barrdunl354,4,39.1,25.3
10barrdunl361,1,36.0,25.2
10barrdunl361,2,35.9,25.6
10barrdunl361,3,37.4,25.0
10barrdunl361,4,37.2,25.0
10barrdunl403,1,35.7,26.2
10barrdunl403,2,35.1,25.9
10barrdunl403,3,35.8,26.3
10barrdunl403,4,36.8,25.6
10barrdunl405,1,38.1,25.4
10barrdunl405,2,36.9,25.5
10barrdunl405,3,37.5,25.5
10barrdunl405,4,37.8,24.8
10barrdunl410,1,37.0,25.5
10barrdunl410,2,36.4,25.8
10barrdunl410,3,36.6,25.7
10barrdunl410,4,35.2,25.0
10barrdunl417,1,36.5,26.1
10barrdunl417,2,36.6,26.4
10barrdunl417,3,35.6,25.9
10barrdunl432,1,36.2,24.9
10barrdunl432,2,37.3,24.4
10barrdunl432,3,34.8,24.8
10barrdunl432,4,36.2,25.0
10barrdunl501,1,35.8,26.1
10barrdunl501,2,36.0,26.0
10barrdunl501,3,36.3,26.3
10barrdunl502,1,36.1,25.7
10barrdunl502,2,34.8,26.2
10barrdunl502,3,35.5,25.8
10barrdunl502,4,34.7,25.8
10barrdunl504,1,35.2,26.3
10barrdunl504,2,36.6,25.9
10barrdunl504,3,36.6,26.1
10barrdunl504,4,35.0,26.0
10barrdunl507,1,36.3,24.6
10barrdunl507,2,37.4,24.7
10barrdunl507,3,35.9,24.4
10barrdunl507,4,36.4,24.6
10barrdunl508,1,38.2,26.7
10barrdunl508,2,38.4,26.3
10barrdunl508,3,37.4,26.7
10barrdunl508,4,38.5,26.7
10barrdunl510,1,38.3,25.4
10barrdunl510,2,39.2,25.7
10barrdunl510,3,37.5,25.3
10barrdunl510,4,37.9,25.5
10barrdunl513,1,36.2,25.9
10barrdunl513,2,36.4,26.1
10barrdunl513,3,37.3,26.0
10barrdunl513,4,36.5,26.0
10barrdunl514,1,37.9,25.5
10barrdunl514,2,38.0,25.4
10barrdunl514,3,38.0,25.5
10barrdunl514,4,38.2,25.9
10barrdunl515,1,36.3,25.7
10barrdunl515,2,37.6,25.6
10barrdunl515,3,35.6,25.6
10barrdunl515,4,35.9,26.0
10barrdunl517,1,36.2,25.7
10barrdunl517,2,36.0,25.8
10barrdunl517,3,36.3,25.5
10barrdunl517,4,37.0,25.5
10barrdunl518,1,36.4,26.3
10barrdunl518,2,36.8,25.4
10barrdunl518,3,37.0,25.6
10barrdunl518,4,36.4,25.9
10barrdunl521,1,35.9,25.2
10barrdunl521,2,35.7,25.6
10barrdunl521,3,34.4,26.4
10barrdunl521,4,34.6,25.5
10barrdunl527,1,36.9,25.7
10barrdunl527,2,35.9,26.7
10barrdunl527,3,37.9,25.9
10barrdunl527,4,37.4,25.8
10barrdunl604,1,35.6,25.1
10barrdunl604,2,36.7,25.9
10barrdunl604,3,37.1,25.2
10barrdunl604,4,36.8,26.1
10barrdunl606,1,35.1,26.1
10barrdunl606,2,35.0,26.0
10barrdunl606,3,36.9,26.1
10barrdunl606,4,37.0,26.4
10barrdunl607,1,35.3,25.4
10barrdunl607,2,36.5,26.8
10barrdunl607,3,36.7,25.2
10barrdunl607,4,35.7,25.0
10barrdunl608,1,34.3,25.9
10barrdunl608,2,35.5,25.5
10barrdunl608,3,37.8,25.2
10barrdunl608,4,36.5,25.4
10barrdunl609,1,37.8,25.7
10barrdunl609,2,35.9,25.5
10barrdunl609,3,36.6,25.2
10barrdunl609,4,35.3,25.5
10barrdunl611,1,37.7,24.7
10barrdunl611,2,36.5,24.0
10barrdunl611,3,36.7,25.0
10barrdunl611,4,35.0,25.2
10barrdunl614,1,36.0,24.9
10barrdunl614,2,35.8,25.3
10barrdunl614,3,35.6,24.6
10barrdunl614,4,37.0,24.2
10barrdunl615,1,34.2,25.9
10barrdunl615,2,34.7,25.8
10barrdunl615,3,34.8,24.7
10barrdunl615,4,35.5,25.2
10barrdunl618,1,37.0,25.3
10barrdunl618,2,36.5,25.3
10barrdunl618,3,37.9,25.2
10barrdunl618,4,38.0,25.0
10barrdunl639,1,40.1,24.0
10barrdunl639,2,36.9,25.4
10barrdunl639,3,38.5,25.4
10barrdunl641,1,38.5,25.5
10barrdunl641,2,38.0,25.0
10barrdunl641,3,38.0,26.2
10barrdunl641,4,37.1,25.0
10barrdunl642,1,35.9,25.5
10barrdunl642,2,34.9,25.3
10barrdunl642,3,35.1,25.4
10barrdunl642,4,34.6,25.8
10barrdunl700,1,36.6,25.1
10barrdunl700,2,36.7,25.7
10barrdunl700,3,37.5,24.6
10barrdunl700,4,37.9,24.7
10barrlbdo220,1,44.9,30.5
10barrlbdo220,2,45.7,30.9
10barrlbdo220,3,45.4,31.1
10barrlbdo220,4,43.9,29.9
10barrlbdo222,1,43.0,31.2
10barrlbdo222,2,43.7,30.0
10barrlbdo222,3,45.1,30.0
10barrlbdo222,4,45.5,31.2
10barrlbdo224,1,44.0,30.3
10barrlbdo224,2,44.2,30.4
10barrlbdo224,3,43.3,30.6
10barrlbdo224,4,43.8,30.4
10barrlbdo236,1,43.7,30.0
10barrlbdo236,2,42.2,29.9
10barrlbdo236,3,41.3,30.6
10barrlbdo236,4,44.0,30.1
10barrlbdo240,1,45.5,30.7
10barrlbdo240,2,46.5,30.5
10barrlbdo240,3,45.7,31.4
10barrlbdo240,4,45.4,31.2
10barrlbdo254,1,45.5,30.2
10barrlbdo254,2,43.5,30.2
10barrlbdo254,3,44.0,29.5
10barrlbdo254,4,45.4,30.0
10barrlbdo256,1,44.8,31.0
10barrlbdo256,2,45.2,31.4
10barrlbdo256,3,44.2,31.4
10barrlbdo256,4,44.2,31.1
10barrlbdo341,1,46.0,30.6
10barrlbdo341,2,44.7,30.5
10barrlbdo341,3,44.2,30.7
10barrlbdo341,4,45.0,30.0
10barrlbdo347,1,44.5,30.6
10barrlbdo347,2,44.2,31.3
10barrlbdo347,3,43.5,30.5
10barrlbdo347,4,45.4,30.3
10barrlbdo413,1,42.1,31.1
10barrlbdo413,2,43.5,29.7
10barrlbdo413,3,44.3,30.5
10barrlbdo413,4,44.2,30.9
10barrlbdo420,1,44.0,32.2
10barrlbdo420,2,42.9,32.2
10barrlbdo420,3,42.9,32.3
10barrlbdo420,4,42.7,31.9
10barrlbdo437,1,46.2,29.1
10barrlbdo437,2,43.0,29.1
10barrlbdo437,3,44.7,30.0
10barrlbdo437,4,45.2,29.9
10barrlbdo442,1,45.4,30.8
10barrlbdo442,2,43.7,31.4
10barrlbdo442,3,44.2,30.9
10barrlbdo442,4,43.1,30.9
10barrlbdo442,5,44.6,29.7
10barrlbdo442,6,42.2,30.2
10barrlbdo622,1,46.7,31.5
10barrlbdo622,2,48.7,30.5
10barrlbdo622,3,48.4,30.9
10barrlbdo622,4,48.2,30.9
10barrlbdo626,1,45.9,29.7
10barrlbdo626,2,43.6,30.1
10barrlbdo626,3,44.4,29.5
10barrlbdo626,4,43.8,29.4
10barrlbdo627,1,44.2,29.9
10barrlbdo627,2,43.9,30.4
10barrlbdo627,3,44.2,30.0
10barrlbdo627,4,45.0,29.4
10barrpesa020,1,37.5,27.0
10barrpesa020,2,36.7,26.8
10barrpesa020,3,36.7,27.4
10barrpesa020,4,37.2,26.6
10barrpesa021,1,36.3,26.5
10barrpesa021,2,36.2,26.4
